,Fighter1,Fighter2,Winner,WeightClass
0,Alessio Sakara,Elvis Sinosic,Alessio Sakara,Light Heavyweight
0,Paul Buentello,Gilbert Aldana,Paul Buentello,Heavyweight
0,Jeff Monson,Branden Lee Hinkle,Jeff Monson,Heavyweight
0,Keith Jardine,Mike Whitehead,Keith Jardine,Light Heavyweight
0,Tim Sylvia,Assuerio Silva,Tim Sylvia,Heavyweight
0,Stephan Bonnar,James Irvin,Stephan Bonnar,Light Heavyweight
0,Joshua Burkman,Drew Fickett,Joshua Burkman,Welterweight
0,Chris Leben,Jorge Rivera,Chris Leben,Middleweight
0,Josh Neer,Melvin Guillard,Josh Neer,Welterweight
0,Duane Ludwig,Jonathan Goulet,Duane Ludwig,Welterweight
0,Spencer Fisher,Aaron Riley,Spencer Fisher,Welterweight
0,Jason Von Flue,Alex Karalexis,Jason Von Flue,Welterweight
0,Rich Franklin,Nate Quarry,Rich Franklin,Middleweight
0,Gabriel Gonzaga,Kevin Jordan,Gabriel Gonzaga,Heavyweight
0,Matt Hughes,Joe Riggs,Matt Hughes,Welterweight
0,Georges St-Pierre,Sean Sherk,Georges St-Pierre,Welterweight
0,Jeremy Horn,Trevor Prangley,Jeremy Horn,Middleweight
0,Sam Hoger,Jeff Newton,Sam Hoger,Light Heavyweight
0,Thiago Alves,Ansar Chalangov,Thiago Alves,Welterweight
0,Nick Thompson,Keith Wisniewski,Nick Thompson,Welterweight
0,Diego Sanchez,Nick Diaz,Diego Sanchez,Welterweight
0,Rashad Evans,Brad Imes,Rashad Evans,Heavyweight
0,Joe Stevenson,Luke Cummo,Joe Stevenson,Welterweight
0,Kenny Florian,Kit Cope,Kenny Florian,Welterweight
0,Joshua Burkman,Sammy Morgan,Joshua Burkman,Welterweight
0,Melvin Guillard,Marcus Davis,Melvin Guillard,Welterweight
0,Keith Jardine,Kerry Schall,Keith Jardine,Heavyweight
0,Andrei Arlovski,Paul Buentello,Andrei Arlovski,Heavyweight
0,Branden Lee Hinkle,Sean Gannon,Branden Lee Hinkle,Heavyweight
0,Forrest Griffin,Elvis Sinosic,Forrest Griffin,Light Heavyweight
0,Renato Sobral,Chael Sonnen,Renato Sobral,Light Heavyweight
0,Joe Riggs,Chris Lytle,Joe Riggs,Welterweight
0,Jorge Rivera,Dennis Hallman,Jorge Rivera,Middleweight
0,Marcio Cruz,Keigo Kunihara,Marcio Cruz,Heavyweight
0,nc,Alessio Sakara,nc,0
0,David Loiseau,Evan Tanner,David Loiseau,Middleweight
0,Chris Leben,Edwin DeWees,Chris Leben,Middleweight
0,Brandon Vera,Fabiano Scherner,Brandon Vera,Heavyweight
0,Drew Fickett,Josh Koscheck,Drew Fickett,Welterweight
0,Spencer Fisher,Thiago Alves,Spencer Fisher,Welterweight
0,Jon Fitch,Brock Larson,Jon Fitch,Middleweight
0,Jonathan Goulet,Jay Hieron,Jonathan Goulet,Welterweight
0,Chuck Liddell,Jeremy Horn,Chuck Liddell,Light Heavyweight
0,Tim Sylvia,Tra Telligman,Tim Sylvia,Heavyweight
0,Randy Couture,Mike van Arsdale,Randy Couture,Light Heavyweight
0,Diego Sanchez,Brian Gassaway,Diego Sanchez,Welterweight
0,Georges St-Pierre,Frank Trigg,Georges St-Pierre,Welterweight
0,Matt Lindland,Joe Doerksen,Matt Lindland,Middleweight
0,Trevor Prangley,Travis Lutter,Trevor Prangley,Middleweight
0,James Irvin,Terry Martin,James Irvin,Light Heavyweight
0,Nate Marquardt,Ivan Salaverry,Nate Marquardt,Middleweight
0,Chris Leben,Patrick Cote,Chris Leben,Middleweight
0,Stephan Bonnar,Sam Hoger,Stephan Bonnar,Light Heavyweight
0,Nate Quarry,Pete Sell,Nate Quarry,Middleweight
0,Josh Koscheck,Pete Spratt,Josh Koscheck,Welterweight
0,Mike Swick,Gideon Ray,Mike Swick,Middleweight
0,Kenny Florian,Alex Karalexis,Kenny Florian,Welterweight
0,Drew Fickett,Josh Neer,Drew Fickett,Welterweight
0,Andrei Arlovski,Justin Eilers,Andrei Arlovski,Heavyweight
0,Karo Parisyan,Matt Serra,Karo Parisyan,Welterweight
0,Rich Franklin,Evan Tanner,Rich Franklin,Middleweight
0,Forrest Griffin,Bill Mahood,Forrest Griffin,Light Heavyweight
0,Paul Buentello,Kevin Jordan,Paul Buentello,Heavyweight
0,Nate Quarry,Shonie Carter,Nate Quarry,Middleweight
0,David Loiseau,Charles McCarthy,David Loiseau,Middleweight
0,Nick Diaz,Koji Oishi,Nick Diaz,Welterweight
0,Chuck Liddell,Randy Couture,Chuck Liddell,Light Heavyweight
0,Renato Sobral,Travis Wiuff,Renato Sobral,Light Heavyweight
0,Matt Hughes,Frank Trigg,Matt Hughes,Welterweight
0,Matt Lindland,Travis Lutter,Matt Lindland,Middleweight
0,Georges St-Pierre,Jason Miller,Georges St-Pierre,Welterweight
0,Ivan Salaverry,Joe Riggs,Ivan Salaverry,Middleweight
0,Joe Doerksen,Patrick Cote,Joe Doerksen,Middleweight
0,Mike van Arsdale,John Marsh,Mike van Arsdale,Heavyweight
0,Rich Franklin,Ken Shamrock,Rich Franklin,Light Heavyweight
0,Forrest Griffin,Stephan Bonnar,Forrest Griffin,Light Heavyweight
0,Diego Sanchez,Kenny Florian,Diego Sanchez,Middleweight
0,Sam Hoger,Bobby Southworth,Sam Hoger,Light Heavyweight
0,Chris Leben,Jason Thacker,Chris Leben,Middleweight
0,Josh Koscheck,Chris Sanford,Josh Koscheck,Middleweight
0,Nate Quarry,Lodune Sincaid,Nate Quarry,Middleweight
0,Mike Swick,Alex Schoenauer,Mike Swick,Middleweight
0,Alex Karalexis,Josh Rafferty,Alex Karalexis,Welterweight
0,Tito Ortiz,Vitor Belfort,Tito Ortiz,Light Heavyweight
0,Pete Sell,Phil Baroni,Pete Sell,Middleweight
0,Andrei Arlovski,Tim Sylvia,Andrei Arlovski,Heavyweight
0,Evan Tanner,David Terrell,Evan Tanner,Middleweight
0,Paul Buentello,Justin Eilers,Paul Buentello,Heavyweight
0,Mike Kyle,James Irvin,Mike Kyle,Heavyweight
0,David Loiseau,Gideon Ray,David Loiseau,Middleweight
0,Karo Parisyan,Chris Lytle,Karo Parisyan,Welterweight
0,Nick Diaz,Drew Fickett,Nick Diaz,Welterweight
0,Tito Ortiz,Patrick Cote,Tito Ortiz,Light Heavyweight
0,Rich Franklin,Jorge Rivera,Rich Franklin,Middleweight
0,Matt Hughes,Georges St-Pierre,Matt Hughes,Welterweight
0,Frank Trigg,Renato Verissimo,Frank Trigg,Welterweight
0,Evan Tanner,Robbie Lawler,Evan Tanner,Middleweight
0,Ivan Salaverry,Tony Fryklund,Ivan Salaverry,Middleweight
0,Travis Lutter,Marvin Eastman,Travis Lutter,Light Heavyweight
0,Randy Couture,Vitor Belfort,Randy Couture,Light Heavyweight
0,Joe Riggs,Joe Doerksen,Joe Riggs,Middleweight
0,Chuck Liddell,Vernon White,Chuck Liddell,Light Heavyweight
0,David Terrell,Matt Lindland,David Terrell,Middleweight
0,Justin Eilers,Mike Kyle,Justin Eilers,Heavyweight
0,Chris Lytle,Ronald Jhun,Chris Lytle,Welterweight
0,Karo Parisyan,Nick Diaz,Karo Parisyan,Welterweight
0,Yves Edwards,Josh Thomson,Yves Edwards,Lightweight
0,Ken Shamrock,Kimo Leopoldo,Ken Shamrock,Heavyweight
0,Frank Trigg,Dennis Hallman,Frank Trigg,Welterweight
0,Frank Mir,Tim Sylvia,Frank Mir,Heavyweight
0,Matt Hughes,Renato Verissimo,Matt Hughes,Welterweight
0,Evan Tanner,Phil Baroni,Evan Tanner,Middleweight
0,Matt Serra,Ivan Menjivar,Matt Serra,Lightweight
0,Georges St-Pierre,Jay Hieron,Georges St-Pierre,Welterweight
0,Trevor Prangley,Curtis Stout,Trevor Prangley,Middleweight
0,Chuck Liddell,Tito Ortiz,Chuck Liddell,Light Heavyweight
0,Chris Lytle,Tiki Ghosn,Chris Lytle,Welterweight
0,Yves Edwards,Hermes Franca,Yves Edwards,Lightweight
0,Andrei Arlovski,Wesley Correira,Andrei Arlovski,Heavyweight
0,Nick Diaz,Robbie Lawler,Nick Diaz,Welterweight
0,Mike Kyle,Wes Sims,Mike Kyle,Heavyweight
0,Jonathan Wiezorek,Wade Shipp,Jonathan Wiezorek,Heavyweight
0,Genki Sudo,Mike Brown,Genki Sudo,Lightweight
0,Vitor Belfort,Randy Couture,Vitor Belfort,Light Heavyweight
0,Renato Verissimo,Carlos Newton,Renato Verissimo,Welterweight
0,BJ Penn,Matt Hughes,BJ Penn,Welterweight
0,Frank Mir,Wes Sims,Frank Mir,Heavyweight
0,Lee Murray,Jorge Rivera,Lee Murray,Middleweight
0,Georges St-Pierre,Karo Parisyan,Georges St-Pierre,Welterweight
0,Josh Thomson,Hermes Franca,Josh Thomson,Lightweight
0,Matt Serra,Jeff Curran,Matt Serra,Lightweight
0,Matt Hughes,Frank Trigg,Matt Hughes,Welterweight
0,Matt Lindland,Falaniko Vitale,Matt Lindland,Middleweight
0,Wesley Correira,David Abbott,Wesley Correira,Heavyweight
0,Evan Tanner,Phil Baroni,Evan Tanner,Middleweight
0,Robbie Lawler,Chris Lytle,Robbie Lawler,Welterweight
0,Pedro Rizzo,Ricco Rodriguez,Pedro Rizzo,Heavyweight
0,Keith Rockel,Chris Liguori,Keith Rockel,Middleweight
0,Yves Edwards,Nick Agallar,Yves Edwards,Lightweight
0,Randy Couture,Tito Ortiz,Randy Couture,Light Heavyweight
0,Andrei Arlovski,Vladimir Matyushenko,Andrei Arlovski,Heavyweight
0,Tim Sylvia,Gan McGee,Tim Sylvia,Heavyweight
0,Jorge Rivera,David Loiseau,Jorge Rivera,Middleweight
0,Rich Franklin,Edwin DeWees,Rich Franklin,Light Heavyweight
0,Karo Parisyan,Dave Strasser,Karo Parisyan,Welterweight
0,Josh Thomson,Gerald Strebendt,Josh Thomson,Lightweight
0,Nick Diaz,Jeremy Jackson,Nick Diaz,Welterweight
0,Hermes Franca,Caol Uno,Hermes Franca,Lightweight
0,Randy Couture,Chuck Liddell,Randy Couture,Light Heavyweight
0,Kimo Leopoldo,David Abbott,Kimo Leopoldo,Heavyweight
0,Vitor Belfort,Marvin Eastman,Vitor Belfort,Light Heavyweight
0,draw,Vernon White,draw,0
0,Frank Mir,Wes Sims,Frank Mir,Heavyweight
0,Yves Edwards,Eddie Ruiz,Yves Edwards,Lightweight
0,Falaniko Vitale,Matt Lindland,Falaniko Vitale,Middleweight
0,Pedro Rizzo,Tra Telligman,Pedro Rizzo,Heavyweight
0,Matt Hughes,Sean Sherk,Matt Hughes,Welterweight
0,Pete Spratt,Robbie Lawler,Pete Spratt,Welterweight
0,Dave Strasser,Romie Aram,Dave Strasser,Welterweight
0,Wesley Correira,Sean Alvarez,Wesley Correira,Heavyweight
0,Rich Franklin,Evan Tanner,Rich Franklin,Light Heavyweight
0,Duane Ludwig,Genki Sudo,Duane Ludwig,Lightweight
0,Hermes Franca,Richard Crunkilton,Hermes Franca,Lightweight
0,David Loiseau,Mark Weir,David Loiseau,Middleweight
0,Tim Sylvia,Ricco Rodriguez,Tim Sylvia,Heavyweight
0,Frank Mir,David Abbott,Frank Mir,Heavyweight
0,draw,BJ Penn,draw,3
0,Matt Lindland,Phil Baroni,Matt Lindland,Middleweight
0,Vladimir Matyushenko,Pedro Rizzo,Vladimir Matyushenko,Heavyweight
0,Din Thomas,Matt Serra,Din Thomas,Lightweight
0,Gan McGee,Alexandre Dantas,Gan McGee,Heavyweight
0,Yves Edwards,Rich Clementi,Yves Edwards,Lightweight
0,Tito Ortiz,Ken Shamrock,Tito Ortiz,Light Heavyweight
0,Chuck Liddell,Renato Sobral,Chuck Liddell,Light Heavyweight
0,Matt Hughes,Gil Castillo,Matt Hughes,Welterweight
0,Carlos Newton,Pete Spratt,Carlos Newton,Welterweight
0,Robbie Lawler,Tiki Ghosn,Robbie Lawler,Welterweight
0,Andrei Arlovski,Ian Freeman,Andrei Arlovski,Heavyweight
0,Vladimir Matyushenko,Travis Wiuff,Vladimir Matyushenko,Heavyweight
0,Phillip Miller,Mark Weir,Phillip Miller,Middleweight
0,Ricco Rodriguez,Randy Couture,Ricco Rodriguez,Heavyweight
0,Tim Sylvia,Wesley Correira,Tim Sylvia,Heavyweight
0,BJ Penn,Matt Serra,BJ Penn,Lightweight
0,Caol Uno,Din Thomas,Caol Uno,Lightweight
0,Gan McGee,Pedro Rizzo,Gan McGee,Heavyweight
0,Phil Baroni,Dave Menne,Phil Baroni,Middleweight
0,Matt Lindland,Ivan Salaverry,Matt Lindland,Middleweight
0,Sean Sherk,Benji Radach,Sean Sherk,Welterweight
0,Matt Hughes,Carlos Newton,Matt Hughes,Welterweight
0,Ian Freeman,Frank Mir,Ian Freeman,Heavyweight
0,Mark Weir,Eugene Jackson,Mark Weir,Middleweight
0,Genki Sudo,Leigh Remedios,Genki Sudo,Lightweight
0,Phillip Miller,James Zikic,Phillip Miller,Light Heavyweight
0,Renato Sobral,Elvis Sinosic,Renato Sobral,Light Heavyweight
0,Evan Tanner,Chris Haseman,Evan Tanner,Light Heavyweight
0,Chuck Liddell,Vitor Belfort,Chuck Liddell,Light Heavyweight
0,Benji Radach,Nick Serra,Benji Radach,Welterweight
0,Pete Spratt,Zach Light,Pete Spratt,Welterweight
0,Robbie Lawler,Steve Berger,Robbie Lawler,Welterweight
0,Tony Fryklund,Rodrigo Ruas,Tony Fryklund,Middleweight
0,Yves Edwards,Joao Pierini,Yves Edwards,Lightweight
0,Murilo Bustamante,Matt Lindland,Murilo Bustamante,Middleweight
0,Ricco Rodriguez,Tsuyoshi Kohsaka,Ricco Rodriguez,Heavyweight
0,BJ Penn,Paul Creighton,BJ Penn,Lightweight
0,Phil Baroni,Amar Suloev,Phil Baroni,Middleweight
0,Caol Uno,Yves Edwards,Caol Uno,Lightweight
0,Ivan Salaverry,Andrei Semenov,Ivan Salaverry,Middleweight
0,nc,Benji Radach,nc,0
0,Robbie Lawler,Aaron Riley,Robbie Lawler,Welterweight
0,Josh Barnett,Randy Couture,Josh Barnett,Heavyweight
0,Pedro Rizzo,Andrei Arlovski,Pedro Rizzo,Heavyweight
0,Matt Hughes,Hayato Sakurai,Matt Hughes,Welterweight
0,Matt Lindland,Pat Miletich,Matt Lindland,Middleweight
0,Evan Tanner,Elvis Sinosic,Evan Tanner,Light Heavyweight
0,Frank Mir,Pete Williams,Frank Mir,Heavyweight
0,Matt Serra,Kelly Dullanty,Matt Serra,Lightweight
0,Sean Sherk,Jutaro Nakao,Sean Sherk,Welterweight
0,Jens Pulver,BJ Penn,Jens Pulver,Lightweight
0,Ricco Rodriguez,Jeff Monson,Ricco Rodriguez,Heavyweight
0,Murilo Bustamante,Dave Menne,Murilo Bustamante,Middleweight
0,Chuck Liddell,Amar Suloev,Chuck Liddell,Light Heavyweight
0,Andrei Semenov,Ricardo Almeida,Andrei Semenov,Middleweight
0,Kevin Randleman,Renato Sobral,Kevin Randleman,Light Heavyweight
0,Gil Castillo,Chris Brennan,Gil Castillo,Welterweight
0,Eugene Jackson,Keith Rockel,Eugene Jackson,Middleweight
0,Randy Couture,Pedro Rizzo,Randy Couture,Heavyweight
0,Ricco Rodriguez,Pete Williams,Ricco Rodriguez,Heavyweight
0,Matt Hughes,Carlos Newton,Matt Hughes,Welterweight
0,BJ Penn,Caol Uno,BJ Penn,Lightweight
0,Josh Barnett,Bobby Hoffman,Josh Barnett,Heavyweight
0,Evan Tanner,Homer Moore,Evan Tanner,Light Heavyweight
0,Matt Lindland,Phil Baroni,Matt Lindland,Middleweight
0,Frank Mir,Roberto Traven,Frank Mir,Heavyweight
0,Tito Ortiz,Vladimir Matyushenko,Tito Ortiz,Light Heavyweight
0,Jens Pulver,Dennis Hallman,Jens Pulver,Lightweight
0,Chuck Liddell,Murilo Bustamante,Chuck Liddell,Light Heavyweight
0,Matt Serra,Yves Edwards,Matt Serra,Welterweight
0,Dave Menne,Gil Castillo,Dave Menne,Middleweight
0,Jutaro Nakao,Tony DeSouza,Jutaro Nakao,Welterweight
0,Ricardo Almeida,Eugene Jackson,Ricardo Almeida,Middleweight
0,Din Thomas,Fabiano Iha,Din Thomas,Lightweight
0,Tito Ortiz,Elvis Sinosic,Tito Ortiz,Light Heavyweight
0,BJ Penn,Din Thomas,BJ Penn,Lightweight
0,Josh Barnett,Semmy Schilt,Josh Barnett,Heavyweight
0,Pat Miletich,Shonie Carter,Pat Miletich,Welterweight
0,Caol Uno,Fabiano Iha,Caol Uno,Lightweight
0,Vladimir Matyushenko,Yuki Kondo,Vladimir Matyushenko,Light Heavyweight
0,Ricco Rodriguez,Andrei Arlovski,Ricco Rodriguez,Heavyweight
0,Tony DeSouza,Paul Rodriguez,Tony DeSouza,Lightweight
0,Randy Couture,Pedro Rizzo,Randy Couture,Heavyweight
0,Carlos Newton,Pat Miletich,Carlos Newton,Welterweight
0,Chuck Liddell,Kevin Randleman,Chuck Liddell,Light Heavyweight
0,Shonie Carter,Matt Serra,Shonie Carter,Welterweight
0,Semmy Schilt,Pete Williams,Semmy Schilt,Heavyweight
0,Matt Lindland,Ricardo Almeida,Matt Lindland,Light Heavyweight
0,BJ Penn,Joey Gilbert,BJ Penn,Lightweight
0,Tony DeSouza,Steve Berger,Tony DeSouza,Welterweight
0,Tito Ortiz,Evan Tanner,Tito Ortiz,Middleweight
0,Jens Pulver,Caol Uno,Jens Pulver,Lightweight
0,Fabiano Iha,Phil Johns,Fabiano Iha,Welterweight
0,Elvis Sinosic,Jeremy Horn,Elvis Sinosic,Middleweight
0,Pedro Rizzo,Josh Barnett,Pedro Rizzo,Heavyweight
0,nc,Bobby Hoffman,nc,0
0,Phil Baroni,Curtis Stout,Phil Baroni,Middleweight
0,Sean Sherk,Tiki Ghosn,Sean Sherk,Welterweight
0,Tito Ortiz,Yuki Kondo,Tito Ortiz,Middleweight
0,Pat Miletich,Kenichi Yamamoto,Pat Miletich,Welterweight
0,Matt Lindland,Yoji Anjo,Matt Lindland,Middleweight
0,Fabiano Iha,Daiju Takase,Fabiano Iha,Welterweight
0,Evan Tanner,Lance Gibson,Evan Tanner,Middleweight
0,Dennis Hallman,Matt Hughes,Dennis Hallman,Welterweight
0,Chuck Liddell,Jeff Monson,Chuck Liddell,Middleweight
0,Randy Couture,Kevin Randleman,Randy Couture,Heavyweight
0,Renato Sobral,Maurice Smith,Renato Sobral,Heavyweight
0,Josh Barnett,Gan McGee,Josh Barnett,Super Heavyweight
0,Andrei Arlovski,Aaron Brink,Andrei Arlovski,Heavyweight
0,Jens Pulver,John Lewis,Jens Pulver,Lightweight
0,Mark Hughes,Alex Stiebling,Mark Hughes,Middleweight
0,Ben Earwood,Chris Lytle,Ben Earwood,Welterweight
0,Pedro Rizzo,Dan Severn,Pedro Rizzo,Heavyweight
0,Maurice Smith,Bobby Hoffman,Maurice Smith,Heavyweight
0,Jeremy Horn,Eugene Jackson,Jeremy Horn,Middleweight
0,Fabiano Iha,Laverne Clark,Fabiano Iha,Welterweight
0,Yuki Kondo,Alexandre Dantas,Yuki Kondo,Middleweight
0,Ian Freeman,Tedd Williams,Ian Freeman,Heavyweight
0,Jeff Monson,Tim Lajcik,Jeff Monson,Heavyweight
0,draw,Brad Gumm,draw,0
0,Kevin Randleman,Pedro Rizzo,Kevin Randleman,Heavyweight
0,Tyrone Roberts,David Dodd,Tyrone Roberts,Middleweight
0,Pat Miletich,John Alessio,Pat Miletich,Welterweight
0,Amaury Bitetti,Alex Andrade,Amaury Bitetti,Middleweight
0,Matt Hughes,Marcelo Aguiar,Matt Hughes,Welterweight
0,Jens Pulver,Joao Roque,Jens Pulver,Lightweight
0,Ian Freeman,Nate Schroeder,Ian Freeman,Heavyweight
0,Shonie Carter,Adrian Serrano,Shonie Carter,Welterweight
0,Tito Ortiz,Wanderlei Silva,Tito Ortiz,Middleweight
0,Murilo Bustamante,Yoji Anjo,Murilo Bustamante,Middleweight
0,Sanae Kikuta,Eugene Jackson,Sanae Kikuta,Middleweight
0,Ron Waterman,Satoshi Honma,Ron Waterman,Heavyweight
0,Ikuhisa Minowa,Joe Slick,Ikuhisa Minowa,Middleweight
0,Laverne Clark,Koji Oishi,Laverne Clark,Lightweight
0,Tedd Williams,Steve Judson,Tedd Williams,Heavyweight
0,Lance Gibson,Jermaine Andre,Lance Gibson,Middleweight
0,Dave Menne,Fabiano Iha,Dave Menne,Lightweight
0,Bob Cook,Tiki Ghosn,Bob Cook,Lightweight
0,Jens Pulver,David Velasquez,Jens Pulver,Lightweight
0,Scott Adams,Ian Freeman,Scott Adams,Heavyweight
0,Shonie Carter,Brad Gumm,Shonie Carter,Lightweight
0,Kevin Randleman,Pete Williams,Kevin Randleman,Heavyweight
0,Pedro Rizzo,Tsuyoshi Kohsaka,Pedro Rizzo,Heavyweight
0,Kenichi Yamamoto,Katsuhisa Fujii,Kenichi Yamamoto,Open Weight
0,Joe Slick,Jason DeLucia,Joe Slick,Middleweight
0,Eugene Jackson,Keiichiro Yamamiya,Eugene Jackson,Middleweight
0,Kenichi Yamamoto,Daiju Takase,Kenichi Yamamoto,Open Weight
0,Katsuhisa Fujii,Masutatsu Yano,Katsuhisa Fujii,Open Weight
0,Frank Shamrock,Tito Ortiz,Frank Shamrock,Middleweight
0,draw,Tim Lajcik,draw,2
0,Jeremy Horn,Jason Godsey,Jeremy Horn,Heavyweight
0,Brad Kohler,Steve Judson,Brad Kohler,Heavyweight
0,Chuck Liddell,Paul Jones,Chuck Liddell,Middleweight
0,Matt Hughes,Valeri Ignatov,Matt Hughes,Lightweight
0,John Lewis,Lowell Anderson,John Lewis,Middleweight
0,draw,Jens Pulver,draw,0
0,Maurice Smith,Marco Ruas,Maurice Smith,Heavyweight
0,Pat Miletich,Andre Pederneiras,Pat Miletich,Lightweight
0,Jeremy Horn,Daiju Takase,Jeremy Horn,Middleweight
0,Paul Jones,Flavio Luiz Moura,Paul Jones,Middleweight
0,Tsuyoshi Kohsaka,Tim Lajcik,Tsuyoshi Kohsaka,Heavyweight
0,Eugene Jackson,Royce Alger,Eugene Jackson,Middleweight
0,Andre Roberts,Ron Waterman,Andre Roberts,Heavyweight
0,Travis Fulton,David Dodd,Travis Fulton,Heavyweight
0,Bas Rutten,Kevin Randleman,Bas Rutten,Heavyweight
0,Pedro Rizzo,Tra Telligman,Pedro Rizzo,Heavyweight
0,Pete Williams,Travis Fulton,Pete Williams,Heavyweight
0,Wanderlei Silva,Tony Petarra,Wanderlei Silva,Middleweight
0,Marcelo Mello,David Roberts,Marcelo Mello,Lightweight
0,Laverne Clark,Fabiano Iha,Laverne Clark,Lightweight
0,Ron Waterman,Chris Condo,Ron Waterman,Heavyweight
0,Tito Ortiz,Guy Mezger,Tito Ortiz,Middleweight
0,Gary Goodridge,Andre Roberts,Gary Goodridge,Heavyweight
0,Jeremy Horn,Chuck Liddell,Jeremy Horn,Middleweight
0,Kevin Randleman,Maurice Smith,Kevin Randleman,Heavyweight
0,Evan Tanner,Valeri Ignatov,Evan Tanner,Middleweight
0,Pete Williams,Jason Godsey,Pete Williams,Heavyweight
0,Sione Latu,Joey Roberts,Sione Latu,Heavyweight
0,Bas Rutten,Tsuyoshi Kohsaka,Bas Rutten,Heavyweight
0,Pat Miletich,Jorge Patino,Pat Miletich,Lightweight
0,Pedro Rizzo,Mark Coleman,Pedro Rizzo,Heavyweight
0,Tito Ortiz,Jerry Bohlander,Tito Ortiz,Middleweight
0,Mikey Burnett,Townsend Saunders,Mikey Burnett,Lightweight
0,Evan Tanner,Darrel Gholar,Evan Tanner,Middleweight
0,Laverne Clark,Frank Caracci,Laverne Clark,Lightweight
0,Frank Shamrock,John Lober,Frank Shamrock,Middleweight
0,Vitor Belfort,Wanderlei Silva,Vitor Belfort,Middleweight
0,Pedro Rizzo,David Abbott,Pedro Rizzo,Heavyweight
0,Pat Miletich,Mikey Burnett,Pat Miletich,Lightweight
0,Tsuyoshi Kohsaka,Pete Williams,Tsuyoshi Kohsaka,Heavyweight
0,Ebenezer Fontes Braga,Jeremy Horn,Ebenezer Fontes Braga,Middleweight
0,Tulio Palhares,Adriano Santos,Tulio Palhares,Middleweight
0,Cesar Marscucci,Paulo Santos,Cesar Marscucci,Lightweight
0,Frank Shamrock,Jeremy Horn,Frank Shamrock,Middleweight
0,Pete Williams,Mark Coleman,Pete Williams,Heavyweight
0,Dan Henderson,Carlos Newton,Dan Henderson,Middleweight
0,David Abbott,Hugo Duarte,David Abbott,Heavyweight
0,Mike van Arsdale,Joe Pardo,Mike van Arsdale,Heavyweight
0,Carlos Newton,Bob Gilstrap,Carlos Newton,Middleweight
0,Dan Henderson,Allan Goes,Dan Henderson,Middleweight
0,Andre Roberts,Harry Moskowitz,Andre Roberts,Heavyweight
0,Chuck Liddell,Noe Hernandez,Chuck Liddell,Middleweight
0,Frank Shamrock,Igor Zinoviev,Frank Shamrock,Middleweight
0,Tsuyoshi Kohsaka,Kimo Leopoldo,Tsuyoshi Kohsaka,Heavyweight
0,Pat Miletich,Chris Brennan,Pat Miletich,Lightweight
0,Jerry Bohlander,Kevin Jackson,Jerry Bohlander,Middleweight
0,Pat Miletich,Townsend Saunders,Pat Miletich,Lightweight
0,Mikey Burnett,Eugenio Tadeu,Mikey Burnett,Lightweight
0,Chris Brennan,Courtney Turner,Chris Brennan,Lightweight
0,Laverne Clark,Josh Stuart,Laverne Clark,Lightweight
0,Randy Couture,Maurice Smith,Randy Couture,Heavyweight
0,Kazushi Sakuraba,Marcus Silveira,Kazushi Sakuraba,Heavyweight
0,Vitor Belfort,Joe Charles,Vitor Belfort,Heavyweight
0,Frank Shamrock,Kevin Jackson,Frank Shamrock,Lightweight
0,nc,Kazushi Sakuraba,nc,0
0,David Abbott,Yoji Anjo,David Abbott,Heavyweight
0,Tra Telligman,Brad Kohler,Tra Telligman,Heavyweight
0,Maurice Smith,David Abbott,Maurice Smith,Heavyweight
0,Mark Kerr,Dwayne Cason,Mark Kerr,Heavyweight
0,Randy Couture,Vitor Belfort,Randy Couture,Heavyweight
0,Dave Beneteau,Carlos Barreto,Dave Beneteau,Heavyweight
0,Mark Kerr,Greg Stott,Mark Kerr,Heavyweight
0,Dwayne Cason,Houston Dorr,Dwayne Cason,Heavyweight
0,Alex Hunter,Harry Moskowitz,Alex Hunter,Heavyweight
0,Maurice Smith,Mark Coleman,Maurice Smith,Heavyweight
0,Mark Kerr,Dan Bobish,Mark Kerr,Heavyweight
0,Kevin Jackson,Tony Fryklund,Kevin Jackson,Lightweight
0,Dan Bobish,Brian Johnston,Dan Bobish,Heavyweight
0,Mark Kerr,Moti Horenstein,Mark Kerr,Heavyweight
0,Kevin Jackson,Todd Butler,Kevin Jackson,Lightweight
0,Joe Moreira,Yuri Vaulin,Joe Moreira,Lightweight
0,Alex Hunter,Sam Fulton,Alex Hunter,Heavyweight
0,Tony Fryklund,Donnie Chappell,Tony Fryklund,Lightweight
0,Vitor Belfort,David Abbott,Vitor Belfort,Heavyweight
0,Randy Couture,Steven Graham,Randy Couture,Heavyweight
0,Guy Mezger,Tito Ortiz,Guy Mezger,Lightweight
0,Randy Couture,Tony Halme,Randy Couture,Heavyweight
0,Steven Graham,Dmitri Stepanov,Steven Graham,Heavyweight
0,Enson Inoue,Royce Alger,Enson Inoue,Lightweight
0,Guy Mezger,Christophe Leninger,Guy Mezger,Lightweight
