,Fighter1,Fighter2,outcome,SLPM,SAPM,STRA,STRD,TD,TDA,TDD,SUBA
1211,Donald Cerrone,Rafael Dos Anjos,0,0.4099998474121094,0.8599998950958252,0.030000001192092896,-0.09999996423721313,-0.809999942779541,-0.050000011920928955,0.08000004291534424,0.699999988079071
1212,Alistair Overeem,Junior Dos Santos,1,-1.2999999523162842,-1.2400001287460327,0.1300000250339508,0.030000030994415283,1.0299999713897705,0.06999999284744263,-0.07999998331069946,0.8999999761581421
1213,Michael Johnson,Nate Diaz,0,-0.5099997520446777,0.3400001525878906,-0.07999998331069946,0.029999971389770508,-0.559999942779541,0.19999998807907104,0.3400000333786011,-1.2999999523162842
1214,Karolina Kowalkiewicz,Randa Markos,1,2.569999933242798,1.7299997806549072,-0.030000001192092896,-0.050000011920928955,-1.4900000095367432,-0.1600000113248825,0.3400000333786011,-0.30000001192092896
1215,Charles Oliveira,Myles Jury,1,0.4100000858306885,1.5699999332427979,0.09999999403953552,-0.19999998807907104,0.3299999237060547,-0.14000001549720764,0.10000002384185791,2.5
1216,Nate Marquardt,CB Dollaway,1,-0.07999992370605469,-0.1100001335144043,0.010000020265579224,-0.009999990463256836,-1.709999918937683,-0.030000030994415283,-0.07999998331069946,-0.19999998807907104
1217,Sarah Kaufman,Valentina Shevchenko,0,3.3400001525878906,1.619999885559082,-0.0599999725818634,0.050000011920928955,-1.440000057220459,0.029999971389770508,0.07999998331069946,-0.5
1218,Josh Samman,Tamdan McCrory,0,0.009999990463256836,0.8700000047683716,0.029999971389770508,-0.12000000476837158,-1.1899999380111694,-0.16999998688697815,0.0,-2.0999999046325684
1219,Danny Castillo,Nik Lentz,0,-0.6400001049041748,-1.059999942779541,-0.06000000238418579,0.12999999523162842,-0.5099999904632568,0.030000001192092896,0.1899999976158142,-1.0999999046325684
1221,Leon Edwards,Kamaru Usman,0,-1.2599999904632568,0.5299999713897705,0.0,-0.07999998331069946,-2.5899999141693115,-0.18000000715255737,-0.30000001192092896,0.19999998807907104
1222,Hayder Hassan,Vicente Luque,0,-1.130000114440918,0.4700000286102295,-0.030000001192092896,-0.09000000357627869,-1.5800000429153442,-0.5,-0.36000001430511475,-1.100000023841858
1223,Francis Ngannou,Luis Henrique,1,0.029999971389770508,-0.059999942779541016,-0.06999999284744263,0.030000001192092896,-2.8499999046325684,-0.36000001430511475,0.18000000715255737,-0.5
1224,Jose Aldo,Conor McGregor,0,-2.3600001335144043,-1.6400001049041748,-0.030000001192092896,0.10000002384185791,-0.18000000715255737,0.06000000238418579,0.1899999976158142,0.20000000298023224
1225,Chris Weidman,Luke Rockhold,0,-1.3399999141693115,0.6700000762939453,-0.03999999165534973,-0.06000000238418579,3.3000001907348633,0.10999998450279236,0.050000011920928955,-0.10000002384185791
1226,Yoel Romero,Jacare Souza,1,0.8599998950958252,0.48000001907348633,0.050000011920928955,0.0,-1.3300000429153442,-0.09000000357627869,0.19999998807907104,-1.7999999523162842
1227,Gunnar Nelson,Demian Maia,0,0.23000001907348633,1.75,0.14000001549720764,-0.12999999523162842,-0.8600000143051147,0.3700000047683716,0.050000011920928955,0.10000002384185791
1228,Jeremy Stephens,Max Holloway,0,-3.119999885559082,-1.190000057220459,-0.030000001192092896,-0.04999995231628418,0.8899999856948853,-0.4399999976158142,-0.1899999976158142,-0.09999999403953552
1229,Frankie Saenz,Urijah Faber,0,1.3299999237060547,0.5799999237060547,0.06000000238418579,-0.10999995470046997,0.2099999189376831,0.009999990463256836,0.019999980926513672,-0.7999999523162842
1230,Jocelyn Jones-Lybarger,Tecia Torres,0,-1.7799997329711914,1.8499999046325684,-0.18000000715255737,-0.10000002384185791,-0.6100000143051147,0.030000001192092896,0.39000001549720764,-0.10000000149011612
1231,Colby Covington,Warlley Alves,0,0.4500000476837158,-1.5799999237060547,-0.09000000357627869,0.06999999284744263,4.480000019073486,0.09999999403953552,0.059999942779541016,-0.800000011920929
1232,Kevin Lee,Leonardo Santos,0,1.7599999904632568,0.31999993324279785,0.04999998211860657,-0.09000003337860107,2.190000057220459,0.16999998688697815,-0.11000001430511475,0.6000000238418579
1233,Magomed Mustafaev,Joe Proctor,1,-0.5600001811981201,-1.0,0.18000000715255737,-0.22999995946884155,0.0,0.0,-0.44999998807907104,-0.9999999403953552
1234,Yancy Medeiros,John Makdessi,1,-0.7800002098083496,1.4699997901916504,-0.13999998569488525,-0.22999998927116394,0.15000000596046448,0.33000001311302185,-0.04000002145767212,0.6000000238418579
1235,Court McGee,Marcio Alexandre Junior,1,3.1700000762939453,0.5999999046325684,-0.09000000357627869,0.2199999988079071,1.6100000143051147,0.03999999165534973,-0.12000000476837158,0.09999999403953552
1236,Frankie Edgar,Chad Mendes,1,0.8299999237060547,0.07999992370605469,-0.09000000357627869,0.019999980926513672,-1.6099998950958252,-0.21000000834465027,-0.3500000238418579,0.09999999403953552
1237,Artem Lobov,Ryan Hall,0,1.0800001621246338,4.080000400543213,-0.010000020265579224,-0.24000000953674316,-0.050000011920928955,0.04999999701976776,0.5400000214576721,-0.5
1238,Tony Ferguson,Edson Barboza,1,1.4500000476837158,-0.5199999809265137,0.009999990463256836,0.039999961853027344,0.1499999761581421,-0.08000001311302185,-0.04000002145767212,1.5
1239,Evan Dunham,Joe Lauzon,1,2.7200000286102295,-1.8299999237060547,0.009999990463256836,0.06999999284744263,-0.49999988079071045,-0.12999999523162842,0.25999999046325684,-1.0999999046325684
1240,Tatsuya Kawajiri,Jason Knight,1,-1.2300000190734863,-1.2599999904632568,0.10999998450279236,-0.009999990463256836,2.120000123977661,0.16999998688697815,0.12999999523162842,-0.8999999761581421
1241,Julian Erosa,Marcin Wrzosek,1,1.4300000667572021,0.7899999618530273,0.0899999737739563,0.030000001192092896,-1.3200000524520874,0.3500000238418579,0.41999998688697815,1.100000023841858
1242,Konstantin Erokhin,Gabriel Gonzaga,0,-1.0499998331069946,-1.1100000143051147,-0.0899999737739563,-0.09999999403953552,-2.799999952316284,-0.38999998569488525,0.039999961853027344,-1.100000023841858
1243,Mike Pierce,Ryan LaFlare,0,-0.24000000953674316,0.6099998950958252,0.030000001192092896,-0.019999980926513672,0.7799999713897705,-0.030000001192092896,0.12999999523162842,0.0
1244,Joby Sanchez,Geane Herrera,0,1.6099998950958252,-2.620000123977661,0.030000001192092896,0.12000000476837158,0.34999996423721313,0.4599999785423279,0.0,-0.10000002384185791
1245,Chris Gruetzemacher,Abner Lloveras,1,0.8499999046325684,-1.7799997329711914,0.0899999737739563,0.12999999523162842,-2.0,-0.20000000298023224,0.6200000047683716,0.0
1246,Paige VanZant,Rose Namajunas,0,-0.25,-1.0,0.09999999403953552,-0.17000001668930054,-0.9299999475479126,-0.2499999701976776,-0.04999998211860657,-0.19999998807907104
1247,Michael Chiesa,Jim Miller,1,-0.5799999237060547,-0.440000057220459,-0.030000001192092896,-0.0899999737739563,1.209999918937683,-0.010000020265579224,0.21000000834465027,-0.5
1248,Cody Pfister,Sage Northcutt,0,-2.1700000762939453,0.8399999141693115,-0.26999998092651367,-0.06999999284744263,1.0099999904632568,-0.03999999165534973,-0.4099999964237213,-0.6000000238418579
1249,Elias Theodorou,Thiago Santos,0,-0.6600000858306885,-0.029999971389770508,-0.06000000238418579,-0.11000001430511475,1.1700000762939453,0.050000011920928955,-0.12999999523162842,0.0
1250,Tim Means,John Howard,1,2.559999942779541,0.1400001049041748,-0.06000000238418579,0.12000000476837158,-2.0399999618530273,-0.050000011920928955,0.10000002384185791,-0.20000000298023224
1251,Sergio Moraes,Omari Akhmedov,1,-0.20000004768371582,0.5999999046325684,0.1199999749660492,0.050000011920928955,-1.9000000953674316,-0.2199999988079071,0.2200000286102295,0.09999999403953552
1253,Johnny Eduardo,Aljamain Sterling,0,-1.0099999904632568,1.909999966621399,-0.12000000476837158,-0.050000011920928955,-2.25,-0.38999998569488525,0.04000002145767212,-0.30000001192092896
1254,Santiago Ponzinibbio,Andreas Stahl,1,1.4000000953674316,-0.7299995422363281,0.009999990463256836,0.050000011920928955,-0.9099999666213989,-0.2200000286102295,-0.23000001907348633,0.0
1255,Nathan Coy,Danny Roberts,0,-0.06999993324279785,-1.4599997997283936,0.12999999523162842,0.050000011920928955,3.1700000762939453,0.4699999988079071,-0.06999999284744263,-0.30000001192092896
1256,Phillipe Nover,Zubaira Tukhugov,0,-0.7400000095367432,0.3900001049041748,0.0,-0.12999999523162842,-1.1400001049041748,-0.18000000715255737,-0.5600000023841858,0.699999988079071
1257,Emily Peters Kagan,Kailin Curran,0,-1.2900002002716064,0.5399999618530273,-0.06999999284744263,-0.1499999761581421,-0.13999998569488525,-0.4300000071525574,-0.11000001430511475,-0.6000000238418579
1258,Benson Henderson,Jorge Masvidal,1,-1.2200000286102295,-1.1700000762939453,-0.010000020265579224,-0.04000002145767212,0.6700000762939453,-0.12999999523162842,-0.1499999761581421,0.4000000059604645
1259,Dominic Waters,Dong Hyun Kim 170,0,-1.6399998664855957,0.6399999856948853,-0.25999999046325684,-0.1899999976158142,1.1400001049041748,0.0899999737739563,-0.429999977350235,-0.6000000238418579
1260,Yoshihiro Akiyama,Alberto Mina,0,-0.13000011444091797,-0.08000016212463379,0.030000001192092896,0.09999999403953552,0.43999993801116943,0.4700000286102295,0.42000001668930054,1.0
1261,Sam Sicilia,Dooho Choi,0,-3.179999828338623,-2.7100002765655518,-0.19999995827674866,0.04999995231628418,0.9000000357627869,0.23000000417232513,0.19999998807907104,0.8999999761581421
1262,Jake Collier,Dongi Yang,0,0.6000001430511475,0.48000001907348633,-0.12000000476837158,-0.11000001430511475,-0.9800000190734863,-0.17999999225139618,0.06000000238418579,0.0
